,IMG,time,split
6266,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017145.h18v04.061.2021272225209.31.tiff,NDVI,Train
6267,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019193.h18v04.061.2020303114636.145.tiff,D,Val
6268,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019205.h18v04.061.2020304014324.268.tiff,NDVI,Val
6269,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019204.h18v04.061.2020304002057.250.tiff,NDVI,Train
6270,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019178.h18v04.061.2020299011833.8.tiff,D,Train
6271,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018171.h18v04.061.2021334063951.63.tiff,NDVI,Train
6272,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017183.h18v04.061.2021275235825.17.tiff,NDVI,Val
6273,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019238.h18v04.061.2020306123613.139.tiff,D,Val
6274,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019205.h18v04.061.2020304014324.88.tiff,NDVI,Train
6275,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019052.h18v04.061.2020288090909.8.tiff,NDVI,Val
6276,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019215.h18v04.061.2020304094230.298.tiff,D,Train
6277,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018201.h18v04.061.2021337075403.336.tiff,NDVI,Train
6278,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018254.h18v04.061.2021341141546.46.tiff,D,Train
6279,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018341.h18v04.061.2021347183938.13.tiff,D,Train
6280,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018198.h18v04.061.2021337060800.126.tiff,D,Train
6281,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018298.h18v04.061.2021344091459.27.tiff,D,Train
6282,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019168.h18v04.061.2020298145158.48.tiff,D,Val
6283,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017147.h18v04.061.2021273013104.192.tiff,D,Train
6284,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019180.h18v04.061.2020299025236.5.tiff,NDVI,Train
6285,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017304.h18v04.061.2021288101032.120.tiff,NDVI,Train
6286,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019109.h18v04.061.2020292140056.42.tiff,D,Train
6287,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018263.h18v04.061.2021341180221.49.tiff,NDVI,Train
6288,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017112.h18v04.061.2021270221626.50.tiff,NDVI,Val
6289,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019204.h18v04.061.2020304003517.229.tiff,D,Val
6290,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019083.h18v04.061.2020291011000.88.tiff,NDVI,Val
6291,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018128.h18v04.061.2021329024226.97.tiff,D,Train
6292,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018215.h18v04.061.2021339002310.46.tiff,NDVI,Val
6293,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019181.h18v04.061.2020299031952.156.tiff,NDVI,Train
6294,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018217.h18v04.061.2021339013810.96.tiff,D,Val
6295,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017263.h18v04.061.2021284015354.69.tiff,D,Train
6296,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017176.h18v04.061.2021275152903.30.tiff,D,Train
6297,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018181.h18v04.061.2021335061004.7.tiff,D,Val
6298,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017170.h18v04.061.2021274122342.66.tiff,D,Train
6299,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019204.h18v04.061.2020304003517.139.tiff,D,Val
6300,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019205.h18v04.061.2020304015452.10.tiff,D,Val
6301,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019195.h18v04.061.2020303140017.11.tiff,NDVI,Train
6302,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018245.h18v04.061.2021340101724.27.tiff,D,Train
6303,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019108.h18v04.061.2020292125848.153.tiff,D,Val
6304,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017162.h18v04.061.2021274065207.278.tiff,D,Train
6305,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018122.h18v04.061.2021328011151.26.tiff,NDVI,Val
6306,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019153.h18v04.061.2020297223601.54.tiff,D,Val
6307,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019153.h18v04.061.2020297222500.212.tiff,NDVI,Val
6308,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019178.h18v04.061.2020299011833.7.tiff,D,Train
6309,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018207.h18v04.061.2021337210006.96.tiff,D,Val
6310,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019231.h18v04.061.2020305210655.296.tiff,NDVI,Train
6311,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019179.h18v04.061.2020299015509.51.tiff,NDVI,Train
6312,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019152.h18v04.061.2020297010016.45.tiff,D,Train
6313,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018272.h18v04.061.2021341214735.298.tiff,NDVI,Train
6314,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018322.h18v04.061.2021345124939.250.tiff,NDVI,Val
6315,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017098.h18v04.061.2021269214942.194.tiff,D,Val
6316,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017290.h18v04.061.2021286103323.13.tiff,NDVI,Train
6317,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019187.h18v04.061.2020302174140.10.tiff,NDVI,Val
6318,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018174.h18v04.061.2021334093900.9.tiff,D,Val
6319,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018205.h18v04.061.2021337105701.83.tiff,NDVI,Train
6320,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017220.h18v04.061.2021278183328.296.tiff,NDVI,Train
6321,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019179.h18v04.061.2020299022321.87.tiff,D,Train
6322,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017099.h18v04.061.2021269224220.175.tiff,NDVI,Val
6323,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019206.h18v04.061.2020304023219.48.tiff,NDVI,Val
6324,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018231.h18v04.061.2021339195309.49.tiff,NDVI,Val
6325,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019202.h18v04.061.2020303222320.16.tiff,D,Val
6326,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019083.h18v04.061.2020291012219.297.tiff,D,Train
6327,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017098.h18v04.061.2021269214456.115.tiff,NDVI,Val
6328,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018260.h18v04.061.2021341165141.176.tiff,D,Train
6329,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019186.h18v04.061.2020302100901.83.tiff,D,Val
6330,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017146.h18v04.061.2021273001741.79.tiff,D,Val
6331,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018200.h18v04.061.2021337070116.257.tiff,NDVI,Val
6332,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017169.h18v04.061.2021274115604.68.tiff,NDVI,Train
6333,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017229.h18v04.061.2021280043114.14.tiff,NDVI,Val
6334,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017186.h18v04.061.2021276031159.31.tiff,D,Val
6335,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019058.h18v04.061.2020288142546.250.tiff,NDVI,Train
6336,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017170.h18v04.061.2021274122039.305.tiff,NDVI,Val
6337,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017119.h18v04.061.2021271050642.47.tiff,D,Val
6338,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017213.h18v04.061.2021278130640.270.tiff,D,Train
6339,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017185.h18v04.061.2021276021325.67.tiff,NDVI,Val
6340,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019205.h18v04.061.2020304014324.277.tiff,NDVI,Val
6341,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017170.h18v04.061.2021274122342.30.tiff,D,Val
6342,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019247.h18v04.061.2020307122322.155.tiff,NDVI,Train
6343,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017185.h18v04.061.2021276021824.86.tiff,D,Train
6344,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018128.h18v04.061.2021329024226.193.tiff,D,Train
6345,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018228.h18v04.061.2021339181939.192.tiff,D,Train
6346,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019234.h18v04.061.2020306040038.41.tiff,D,Val
6347,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019178.h18v04.061.2020299011833.66.tiff,D,Train
6348,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019200.h18v04.061.2020303202554.50.tiff,D,Train
6349,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018124.h18v04.061.2021328035233.154.tiff,D,Val
6350,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019133.h18v04.061.2020294001235.47.tiff,D,Train
6351,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017176.h18v04.061.2021275152903.87.tiff,D,Train
6352,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019234.h18v04.061.2020306035458.41.tiff,NDVI,Val
6353,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019180.h18v04.061.2020299025236.54.tiff,NDVI,Train
6354,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019185.h18v04.061.2020302073910.82.tiff,D,Train
6355,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017078.h18v04.061.2021268095631.17.tiff,NDVI,Val
6356,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019236.h18v04.061.2020306080909.11.tiff,NDVI,Train
6357,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017173.h18v04.061.2021274150146.31.tiff,D,Val
6358,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018252.h18v04.061.2021341130932.43.tiff,NDVI,Train
6359,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018176.h18v04.061.2021335013109.48.tiff,D,Val
6360,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018218.h18v04.061.2021339020828.229.tiff,NDVI,Train
6361,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019255.h18v04.061.2020308174507.145.tiff,D,Train
6362,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019234.h18v04.061.2020306035458.71.tiff,NDVI,Val
6363,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017219.h18v04.061.2021278155624.84.tiff,NDVI,Train
6364,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019182.h18v04.061.2020299040511.53.tiff,NDVI,Val
6365,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017198.h18v04.061.2021277153224.317.tiff,D,Val
6366,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019255.h18v04.061.2020308173951.106.tiff,NDVI,Train
6367,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019177.h18v04.061.2020298233438.134.tiff,NDVI,Val
6368,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018279.h18v04.061.2021342044713.85.tiff,NDVI,Train
6369,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018215.h18v04.061.2021339002637.83.tiff,D,Train
6370,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017198.h18v04.061.2021277153224.9.tiff,D,Val
6371,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019079.h18v04.061.2020289191654.138.tiff,NDVI,Train
6372,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019164.h18v04.061.2020298111747.87.tiff,D,Train
6373,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019177.h18v04.061.2020298234642.177.tiff,D,Train
6374,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019185.h18v04.061.2020302071201.211.tiff,NDVI,Train
6375,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018270.h18v04.061.2021343164807.104.tiff,NDVI,Train
6376,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019271.h18v04.061.2020311231629.163.tiff,D,Val
6377,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019155.h18v04.061.2020298014257.249.tiff,NDVI,Val
6378,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019183.h18v04.061.2020299054141.138.tiff,D,Train
6379,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018177.h18v04.061.2021335031006.10.tiff,D,Train
6380,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019205.h18v04.061.2020304014324.96.tiff,NDVI,Val
6381,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018204.h18v04.061.2021337100925.126.tiff,D,Val
6382,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019238.h18v04.061.2020306123053.102.tiff,NDVI,Val
6383,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019056.h18v04.061.2020288130103.137.tiff,D,Val
6384,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019110.h18v04.061.2020292145117.176.tiff,D,Train
6385,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018117.h18v04.061.2021327034114.318.tiff,NDVI,Train
6386,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018178.h18v04.061.2021335040332.3.tiff,NDVI,Val
6387,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018254.h18v04.061.2021341141546.45.tiff,D,Train
6388,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018148.h18v04.061.2021331013358.250.tiff,NDVI,Val
6389,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019191.h18v04.061.2020303084615.66.tiff,D,Train
6390,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019256.h18v04.061.2020308201151.27.tiff,D,Train
6391,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017162.h18v04.061.2021274064832.87.tiff,NDVI,Train
6392,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019236.h18v04.061.2020306080909.135.tiff,NDVI,Train
6393,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019192.h18v04.061.2020303100033.337.tiff,NDVI,Val
6394,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019179.h18v04.061.2020299022321.289.tiff,D,Train
6395,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018297.h18v04.061.2021344082304.238.tiff,NDVI,Val
6396,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017161.h18v04.061.2021274062904.68.tiff,D,Val
6397,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018245.h18v04.061.2021340101724.25.tiff,D,Val
6398,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017164.h18v04.061.2021274074339.297.tiff,NDVI,Val
6399,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019223.h18v04.061.2020304151101.337.tiff,D,Train
6400,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019151.h18v04.061.2020296001617.17.tiff,NDVI,Train
6401,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018233.h18v04.061.2021339204815.122.tiff,D,Train
6402,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019182.h18v04.061.2020299043817.275.tiff,D,Train
6403,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017216.h18v04.061.2021278142839.105.tiff,D,Train
6404,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019259.h18v04.061.2020309034625.124.tiff,NDVI,Train
6405,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017169.h18v04.061.2021274115604.99.tiff,NDVI,Val
6406,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018199.h18v04.061.2021337063217.276.tiff,NDVI,Val
6407,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019181.h18v04.061.2020299032816.139.tiff,D,Train
6408,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019185.h18v04.061.2020302073910.230.tiff,D,Val
6409,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019255.h18v04.061.2020308173951.156.tiff,NDVI,Val
6410,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018224.h18v04.061.2021339155753.120.tiff,NDVI,Train
6411,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017146.h18v04.061.2021273001741.49.tiff,D,Val
6412,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018112.h18v04.061.2021325102514.192.tiff,D,Train
6413,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017304.h18v04.061.2021288101400.47.tiff,D,Val
6414,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018216.h18v04.061.2021339005340.10.tiff,NDVI,Train
6415,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017208.h18v04.061.2021278084455.34.tiff,NDVI,Train
6416,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017241.h18v04.061.2021280201224.49.tiff,NDVI,Train
6417,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019247.h18v04.061.2020307122715.51.tiff,D,Train
6418,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019177.h18v04.061.2020298234642.10.tiff,D,Train
6419,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018217.h18v04.061.2021339013445.4.tiff,NDVI,Train
6420,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017177.h18v04.061.2021275163453.232.tiff,D,Val
6421,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018182.h18v04.061.2021335063245.64.tiff,NDVI,Val
6422,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018224.h18v04.061.2021339160116.83.tiff,D,Train
6423,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019153.h18v04.061.2020297222500.117.tiff,NDVI,Train
6424,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019238.h18v04.061.2020306123613.62.tiff,D,Val
6425,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019177.h18v04.061.2020298234642.24.tiff,D,Val
6426,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019221.h18v04.061.2020304135503.15.tiff,NDVI,Train
6427,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019186.h18v04.061.2020302100901.98.tiff,D,Val
6428,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019259.h18v04.061.2020309035110.50.tiff,D,Val
6429,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018254.h18v04.061.2021341141227.10.tiff,NDVI,Val
6430,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018118.h18v04.061.2021327201151.288.tiff,NDVI,Train
6431,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017098.h18v04.061.2021269214942.49.tiff,D,Train
6432,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019210.h18v04.061.2020304060523.87.tiff,NDVI,Val
6433,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018323.h18v04.061.2021345131347.25.tiff,NDVI,Train
6434,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017288.h18v04.061.2021286090022.30.tiff,NDVI,Val
6435,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018207.h18v04.061.2021337205355.54.tiff,NDVI,Train
6436,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017241.h18v04.061.2021280201224.156.tiff,NDVI,Train
6437,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019177.h18v04.061.2020298233438.39.tiff,NDVI,Train
6438,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018239.h18v04.061.2021339231650.34.tiff,D,Train
6439,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019056.h18v04.061.2020288130103.28.tiff,D,Val
6440,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019164.h18v04.061.2020298111747.141.tiff,D,Val
6441,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019153.h18v04.061.2020297222500.195.tiff,NDVI,Train
6442,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018131.h18v04.061.2021329054106.64.tiff,NDVI,Train
6443,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018236.h18v04.061.2021339220523.17.tiff,D,Train
6444,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019185.h18v04.061.2020302073910.237.tiff,D,Train
6445,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019206.h18v04.061.2020304024249.60.tiff,D,Val
6446,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018067.h18v04.061.2021318102743.10.tiff,D,Train
6447,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017053.h18v04.061.2021266155102.13.tiff,NDVI,Train
6448,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019180.h18v04.061.2020299025236.101.tiff,NDVI,Val
6449,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017272.h18v04.061.2021285053242.12.tiff,D,Val
6450,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018272.h18v04.061.2021341214735.16.tiff,NDVI,Train
6451,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019047.h18v04.061.2020287162635.119.tiff,NDVI,Val
6452,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018109.h18v04.061.2021324035629.231.tiff,D,Train
6453,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017288.h18v04.061.2021286090022.84.tiff,NDVI,Train
6454,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019238.h18v04.061.2020306123613.43.tiff,D,Val
6455,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018148.h18v04.061.2021331013855.288.tiff,D,Val
6456,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017213.h18v04.061.2021278130203.305.tiff,NDVI,Val
6457,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018176.h18v04.061.2021335013109.11.tiff,D,Train
6458,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018174.h18v04.061.2021334093900.117.tiff,D,Train
6459,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017100.h18v04.061.2021269234312.102.tiff,NDVI,Train
6460,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019278.h18v04.061.2020313023123.35.tiff,D,Val
6461,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018178.h18v04.061.2021335040703.120.tiff,D,Val
6462,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017241.h18v04.061.2021280201224.118.tiff,NDVI,Train
6463,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017148.h18v04.061.2021273022143.85.tiff,NDVI,Train
6464,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019180.h18v04.061.2020299030153.81.tiff,D,Train
6465,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019236.h18v04.061.2020306080909.119.tiff,NDVI,Val
6466,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019110.h18v04.061.2020292144116.250.tiff,NDVI,Train
6467,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017112.h18v04.061.2021270221626.86.tiff,NDVI,Train
6468,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019247.h18v04.061.2020307122715.298.tiff,D,Train
6469,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019179.h18v04.061.2020299022321.211.tiff,D,Train
6470,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019192.h18v04.061.2020303100033.318.tiff,NDVI,Train
6471,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017270.h18v04.061.2021284163146.29.tiff,NDVI,Val
6472,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018213.h18v04.061.2021338232524.338.tiff,D,Val
6473,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018259.h18v04.061.2021341162850.10.tiff,D,Val
6474,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019181.h18v04.061.2020299031952.297.tiff,NDVI,Train
6475,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019206.h18v04.061.2020304023219.41.tiff,NDVI,Train
6476,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017171.h18v04.061.2021274125538.17.tiff,NDVI,Train
6477,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017099.h18v04.061.2021269224220.232.tiff,NDVI,Val
6478,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017187.h18v04.061.2021276041636.297.tiff,NDVI,Val
6479,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018234.h18v04.061.2021339210943.83.tiff,D,Val
6480,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017159.h18v04.061.2021273141337.124.tiff,NDVI,Val
6481,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017168.h18v04.061.2021274110908.32.tiff,D,Val
6482,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2018177.h18v04.061.2021335031006.66.tiff,D,Val
6483,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019045.h18v04.061.2020287143345.9.tiff,D,Val
6484,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019273.h18v04.061.2020312104420.34.tiff,NDVI,Val
6485,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017195.h18v04.061.2021277122630.145.tiff,D,Train
6486,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018240.h18v04.061.2021339233633.294.tiff,NDVI,Train
6487,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019177.h18v04.061.2020298233438.98.tiff,NDVI,Train
6488,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018206.h18v04.061.2021337123915.126.tiff,NDVI,Train
6489,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2017020.h18v04.061.2021256231914.219.tiff,D,Val
6490,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019255.h18v04.061.2020308173951.138.tiff,NDVI,Val
6491,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018190.h18v04.061.2021335164937.122.tiff,NDVI,Val
6492,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2019204.h18v04.061.2020304002057.62.tiff,NDVI,Val
6493,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2017189.h18v04.061.2021276065300.294.tiff,NDVI,Val
6494,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019177.h18v04.061.2020298234642.7.tiff,D,Train
6495,data/geotiff/MOD21A1D.061/day/MOD21A1D.A2019177.h18v04.061.2020298234642.50.tiff,D,Val
6496,data/geotiff/MOD09GQ.061/day/MOD09GQ.A2018215.h18v04.061.2021339002310.103.tiff,NDVI,Train
